pattern_id	w0	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	w14	w15	query
p207188	-0.01329	0.07087	-0.00127	-0.01512	0.00301	0.02643	-0.01715	-0.03463	-0.01779	-0.00725	0.05593	-0.01590	-0.04456	0.04364	0.01286	0.00209	(And (Agent $e0 jessica) (Theme $e0 $e1))
p207189	0.00281	-0.00651	0.00276	-0.01023	-0.00124	0.00733	-0.00293	-0.00894	-0.00651	-0.00136	-0.00371	-0.00544	-0.00672	0.00534	-0.00503	0.01534	(And (Agent $e0 jica) (Member $e0 fund))
p207190	-0.00836	0.02489	-0.01779	0.01657	0.00132	-0.01213	-0.00429	0.00236	0.00579	0.01265	0.00531	0.00030	-0.01763	0.01169	0.01708	0.00718	(And (Agent $e0 mark) (Past $e0))
p207191	0.00384	-0.01530	0.00208	0.01748	-0.00905	-0.01054	-0.00344	0.00558	0.01228	0.01347	-0.00632	-0.00242	0.00215	-0.00674	0.00731	0.00502	(And (Agent $e0 matthew) (Past $e0))
p207192	0.00034	-0.00001	0.00255	-0.00081	-0.00395	-0.00529	-0.00753	-0.00343	0.00715	0.01090	-0.00439	0.00835	-0.01061	0.00724	0.01100	-0.00036	(And (Agent $e0 michael) (Past $e0))
p207193	-0.00518	-0.00174	-0.00512	0.00116	-0.00630	0.00162	-0.00535	0.01403	-0.00056	0.01162	0.01371	-0.00351	-0.00400	0.00172	-0.00176	0.00042	(And (Agent $e0 pietro) (Past $e0))
p207194	-0.00289	-0.01564	0.01686	-0.00284	-0.00792	-0.00704	-0.01112	-0.00152	0.01536	0.00698	0.00529	0.02951	-0.01054	0.00958	-0.00022	-0.01063	(And (Agent $e0 ziri) (Ongoing $e0))
p207195	0.00225	-0.01040	-0.00593	0.01416	-0.00822	0.00473	-0.00059	0.00252	-0.00268	0.00203	-0.00334	0.00451	0.00346	-0.00649	-0.01289	-0.00534	(And (At $e0 $x0) (Past $e0))
p207196	-0.00407	-0.01761	0.01407	0.00360	-0.01099	-0.01323	0.02587	0.00214	-0.00292	0.02106	-0.01354	-0.00839	-0.00284	0.00845	0.01723	0.00368	(And (Because $e0 $e1) (Past $e0))
p207197	-0.00407	-0.01761	0.01406	0.00360	-0.01098	-0.01324	0.02587	0.00212	-0.00292	0.02106	-0.01354	-0.00839	-0.00284	0.00845	0.01726	0.00368	(And (Because $e0 $e1) (Past $e1))
p207198	-0.01061	0.06276	0.05570	0.00076	-0.01088	-0.00426	0.00538	-0.05600	-0.00676	0.00058	-0.02004	-0.01813	-0.02631	0.00616	-0.00914	-0.01052	(And (Before $e0 $e1) (Measure $e0 duration <num> year))
p207199	-0.01021	0.00343	-0.01641	-0.00552	0.01420	0.01589	0.00792	-0.00959	0.03435	0.02376	-0.00528	-0.01691	-0.01137	-0.00226	0.00158	0.02264	(And (Before $e0 $e1) (Patient $e0 $x0))
p207200	-0.00750	-0.00711	0.00671	-0.01949	0.02013	0.00038	-0.01227	-0.02498	-0.00460	0.01739	-0.01437	0.00949	-0.01027	0.00536	0.01088	0.01794	(And (Before $e0 $e1) (Patient $e1 $x0))
p207201	-0.00734	-0.00390	0.00706	-0.01285	0.01293	0.00162	-0.00480	-0.07799	-0.00918	0.00266	-0.01028	-0.00255	0.01210	-0.00445	0.01390	0.00931	(And (Beneficiary $e0 $x0) (Patient $e0 $x1))
p207202	0.00763	0.00220	0.00380	0.00062	-0.00242	-0.00501	-0.00296	-0.00291	0.00077	0.00432	-0.00292	-0.00538	-0.00950	0.00676	-0.00196	-0.00089	(And (Can $e0) (Member $e0 help))
p207203	0.00281	-0.00273	0.00345	0.00347	-0.00448	-0.00622	-0.00353	0.00330	0.00405	0.00934	-0.00375	-0.00430	-0.00850	0.00459	0.00127	0.00035	(And (Can $e0) (Past $e0))
p207204	-0.00956	0.01935	-0.02969	0.01951	0.00516	-0.00770	-0.00089	-0.00073	-0.00922	-0.00367	0.00594	0.01099	-0.00899	0.02181	-0.01080	0.01621	(And (Cardinality $x0 <num>) (GroupOf $x0 girl))
p207205	0.00790	0.00140	0.00313	-0.00327	0.00006	-0.00357	-0.00023	-0.00647	-0.00120	-0.00403	-0.00015	-0.00508	0.00124	0.00398	-0.00313	0.00024	(And (Cardinality $x0 <num>) (GroupOf $x0 way))
p207206	-0.00993	0.06130	0.05352	0.00694	-0.01807	-0.00621	0.02162	-0.04452	-0.01134	-0.00037	-0.01980	-0.01636	-0.02201	0.00717	-0.00931	-0.02163	(And (CoAgent $e0 $x0) (Past $e0))
p207207	-0.00098	-0.00032	-0.00158	-0.00241	-0.00246	0.00261	0.03397	0.00217	-0.01931	-0.00513	-0.00527	-0.00377	0.00633	0.00054	0.00184	-0.00572	(And (Experiencer $e0 $x0) (Future $e0))
p207208	-0.00694	-0.00315	0.00189	-0.00785	-0.00415	0.00433	0.03405	-0.01622	-0.02612	-0.00543	0.00044	0.01246	-0.00104	0.01640	-0.00160	-0.00290	(And (Experiencer $e0 $x0) (GroupOf $x0 child))
p207209	-0.00326	-0.00409	0.01418	-0.00565	-0.00904	-0.00452	0.04235	0.00311	-0.02558	0.00819	-0.01339	-0.00804	0.00055	0.01075	0.00112	-0.00383	(And (Experiencer $e0 $x0) (In $e0 $x1))
p207210	-0.00298	0.00312	-0.00392	-0.00345	-0.00398	0.00306	0.04015	0.00661	-0.02813	-0.00123	-0.00551	-0.00486	0.00769	0.00297	-0.00125	-0.00558	(And (Experiencer $e0 $x0) (Location $e0 europe))
p207211	0.00361	-0.01012	0.01524	-0.00456	-0.00202	-0.00102	0.03142	-0.00667	0.01740	-0.00075	-0.01132	-0.00758	-0.00016	-0.00274	0.00158	0.00199	(And (Experiencer $e0 $x0) (Member $e0 beautiful))
p207212	-0.00059	-0.00108	-0.00130	-0.00211	-0.00299	0.00218	0.03597	0.00512	-0.02096	-0.00513	-0.00568	-0.00345	0.00751	-0.00036	-0.00061	-0.00657	(And (Experiencer $e0 $x0) (Member $e0 look))
p207213	-0.00884	0.00801	-0.00794	-0.00086	-0.00025	-0.00114	0.04000	0.00002	-0.02924	0.00597	-0.00828	0.00125	-0.00215	0.01544	-0.00909	-0.00315	(And (Experiencer $e0 $x0) (Member $e0 work))
p207214	-0.00260	0.00472	-0.00645	-0.00260	-0.00224	0.00526	0.04606	0.00287	-0.02909	-0.00661	-0.00556	-0.00258	0.00838	0.00181	0.00287	-0.00877	(And (Experiencer $e0 $x0) (Member $x0 bridge))
p207215	-0.00320	-0.00164	-0.00106	-0.00395	-0.00525	0.00591	0.03357	0.00250	-0.02329	-0.00529	0.00440	0.00517	0.00332	0.00639	-0.01069	-0.01139	(And (Experiencer $e0 $x0) (Member $x0 cat))
p207216	-0.00520	0.02050	0.00505	0.00152	0.00076	0.02962	0.01617	-0.02108	0.05374	-0.00163	-0.00684	-0.01105	-0.01860	-0.00617	-0.00147	-0.01462	(And (Experiencer $e0 $x0) (Member $x0 door))
p207217	-0.00564	-0.00121	-0.00930	-0.00350	-0.00272	0.01966	0.02401	0.00118	0.02308	-0.00072	-0.00682	0.01795	-0.00552	0.00212	-0.00320	-0.01263	(And (Experiencer $e0 $x0) (Member $x0 weather))
p207218	0.01915	-0.00434	-0.00283	0.00640	-0.00656	0.00450	-0.00444	-0.00738	-0.00305	0.00456	-0.00387	-0.00088	-0.01330	0.00315	-0.02106	-0.00484	(And (For $e0 $e1) (Member $e1 portray))
p207219	-0.00502	-0.02066	0.02276	-0.00259	-0.00615	-0.00971	0.00524	-0.02237	-0.00066	0.00195	-0.01836	0.03145	-0.00907	0.01344	0.01406	-0.00069	(And (For $e0 $x0) (Ongoing $e0))
p207220	-0.00353	-0.00259	0.00269	-0.00968	0.00383	0.00513	-0.00347	-0.01646	-0.00828	-0.00232	-0.00439	-0.00563	-0.00628	0.00518	-0.00093	0.01634	(And (Future $e0) (Time $e0 tomorrow))
p207221	-0.00744	-0.00907	-0.01346	-0.00079	0.00579	0.00202	-0.00372	-0.00104	-0.00718	0.00947	-0.00258	-0.00050	0.01030	-0.00589	-0.00912	0.01169	(And (Goal $e0 $x0) (Manner $e0 quickly))
p207222	-0.01710	-0.01445	-0.02485	0.01287	-0.00885	0.01367	-0.00229	-0.00669	-0.01121	0.00551	-0.00236	0.00315	0.01784	-0.00537	-0.00357	0.01510	(And (Goal $e0 $x0) (Member $e0 come))
p207223	-0.01342	-0.01037	-0.00213	0.01998	-0.01401	-0.00980	0.00656	-0.00176	0.00278	0.02242	-0.01064	-0.00936	-0.01137	0.01081	-0.01066	0.00951	(And (Goal $e0 bed) (Member $e0 go))
p207224	-0.00542	-0.02251	-0.00871	0.04240	-0.01217	0.00156	0.00152	-0.01643	-0.00153	-0.00304	-0.01035	0.01035	0.02358	-0.01846	0.02544	-0.00607	(And (Goal $e0 home) (Past $e0))
p207225	0.00045	-0.00322	0.00033	0.00025	-0.00130	-0.00175	0.00024	0.00802	0.00196	-0.00200	0.00031	-0.00160	0.00302	-0.00446	0.00005	-0.00038	(And (GroupOf $x0 person) (Past (LocatedIn $x0 $x1)))
p207226	0.00249	0.03750	-0.04272	-0.00247	0.04103	-0.00272	0.00141	0.05382	-0.02364	-0.01913	0.03107	0.05754	0.00734	-0.01315	-0.03149	-0.02229	(And (GroupOf $x0 thing) (Patient $e0 $x0))
p207227	0.01193	0.00484	0.00417	-0.00417	0.00053	-0.00387	-0.00037	-0.00960	-0.00299	-0.00506	-0.00045	-0.00618	-0.00206	0.00665	-0.00772	-0.00078	(And (In $e0 $x0) (Theme $e0 $x1))
p207228	0.01234	0.05909	0.04195	-0.01462	0.03266	0.00769	-0.01158	-0.05359	-0.01008	-0.02455	-0.01245	-0.01971	-0.03643	-0.00604	-0.00899	-0.01879	(And (Instrument $e0 $x0) (Member $e0 build))
p207229	-0.00030	-0.00082	-0.00075	-0.00128	-0.00211	0.00084	0.02471	0.00405	-0.01390	-0.00439	-0.00418	-0.00273	0.00551	-0.00142	0.00213	-0.00504	(And (Like $e0 $x0) (Member $e0 look))
p207230	-0.00224	0.00871	-0.00782	-0.00014	-0.00131	0.00050	-0.00009	0.00885	-0.00438	0.00113	0.00501	-0.00195	0.00297	-0.00449	-0.00414	-0.00041	(And (LocatedIn $x0 $x1) (Member $x0 thing))
p207231	-0.00085	-0.00008	-0.00281	-0.00218	0.00371	-0.00129	-0.00206	0.00319	-0.00086	0.00131	0.00089	-0.00059	0.00355	-0.00556	-0.00046	-0.00040	(And (LocatedIn $x0 $x1) (Member $x1 city))
p207232	0.00010	0.00035	-0.00090	0.00048	-0.00068	-0.00100	-0.00175	0.00551	0.00331	-0.00237	0.00169	-0.00088	0.00129	-0.00463	0.00402	-0.00167	(And (LocatedIn $x0 $x1) (Member $x1 full))
p207233	0.00012	-0.00009	-0.00052	0.00032	-0.00094	-0.00091	-0.00167	0.00602	0.00296	-0.00230	0.00210	-0.00042	0.00103	-0.00425	0.00284	-0.00207	(And (LocatedIn $x0 $x1) (Member $x1 table))
p207234	0.01353	-0.00124	0.00225	-0.01474	-0.00034	0.01052	-0.00281	-0.01166	-0.00989	-0.00331	-0.00181	-0.00733	-0.01012	0.00759	-0.01376	0.01398	(And (LocatedIn $x0 $x1) (Theme $e0 $x0))
p207235	-0.00422	-0.00594	-0.01040	0.00167	-0.01249	0.01212	-0.01447	0.00277	-0.00096	0.02078	0.04902	-0.00936	-0.00450	0.00084	0.01118	-0.00101	(And (Location $e0 $x0) (Member $x0 bench))
p207236	-0.01891	0.10497	0.02289	-0.04391	-0.00422	0.06078	-0.02530	-0.07604	-0.04067	-0.01227	0.10830	-0.05184	-0.07916	0.08045	0.02378	0.00395	(And (Location $e0 $x0) (Member $x0 couch))
p207237	-0.00533	0.00222	-0.01127	-0.00544	-0.00054	0.01337	-0.00972	0.00581	-0.00538	0.00318	0.03433	-0.00336	-0.00346	0.00067	-0.00114	-0.00332	(And (Location $e0 $x0) (Member $x0 house))
p207238	-0.00167	0.00183	-0.00603	-0.00105	-0.00155	0.01227	-0.00746	-0.00899	-0.00739	-0.00181	0.03452	-0.00563	0.00110	-0.00174	0.00006	-0.00529	(And (Location $e0 $x0) (Member $x0 village))
p207240	-0.00883	-0.01173	0.00738	-0.01100	-0.00732	0.00937	-0.00070	-0.01296	-0.01024	0.00300	0.02454	0.01796	-0.01216	0.02083	0.00242	-0.00531	(And (Location $e0 $x0) (PartOf $x0 $x1))
p207241	-0.02474	-0.05110	0.02559	0.06024	0.02689	0.05293	-0.02465	0.30877	-0.02429	-0.01078	-0.01273	-0.02382	-0.12285	0.16389	-0.11738	-0.02755	(And (Location $e0 eskisehir) (Member $e0 build))
p207242	-0.02470	-0.05115	0.02564	0.06022	0.02686	0.05289	-0.02463	0.30897	-0.02425	-0.01075	-0.01272	-0.02385	-0.12283	0.16388	-0.11762	-0.02753	(And (Location $e0 eskisehir) (Past $e0))
p207243	-0.02473	-0.05112	0.02560	0.06024	0.02688	0.05292	-0.02464	0.30884	-0.02427	-0.01077	-0.01272	-0.02383	-0.12284	0.16389	-0.11747	-0.02754	(And (Location $e0 eskisehir) (Patient $e0 $x0))
p207244	-0.00403	-0.00734	-0.00106	-0.00033	0.00465	-0.00206	-0.00014	-0.00295	-0.00816	0.00607	-0.00311	-0.00055	0.01138	-0.00763	-0.00903	0.00255	(And (Location $e0 here) (Past $e0))
p207245	-0.00083	-0.00117	-0.00376	-0.00560	0.01216	-0.00310	-0.00031	-0.00005	-0.00904	0.00298	-0.00057	-0.00071	0.00944	-0.00731	-0.01463	0.00043	(And (Location $e0 here) (Patient $e0 $x0))
p207246	-0.00422	-0.00764	0.01772	0.02131	0.00958	0.01699	0.01680	-0.00724	-0.02056	-0.02023	0.05624	-0.01665	0.08389	-0.04662	-0.03557	-0.04560	(And (Manner $e0 directly) (Patient $e0 $x0))
p207247	0.00143	-0.00554	0.00059	0.00596	-0.00475	-0.00395	-0.00209	0.00327	0.00132	0.00738	-0.00451	0.00013	0.00044	-0.00131	0.01222	0.00170	(And (Manner $e0 immediately) (Past $e0))
p207248	0.02600	0.02401	0.02545	0.00136	-0.00496	-0.01641	-0.00647	-0.02223	0.00658	0.01170	-0.01035	-0.01219	-0.02536	0.00965	0.01567	-0.00492	(And (Manner $e0 well) (Past $e0))
p207249	0.03338	0.03462	0.02309	-0.00462	-0.00075	-0.01733	-0.00574	-0.01671	0.00429	0.00888	-0.00638	-0.01464	-0.02920	0.01296	0.01304	-0.00711	(And (Manner $e0 well) (Theme $e0 $x0))
p207250	0.01795	0.00282	-0.01544	-0.00369	0.01217	0.00251	-0.00349	0.00502	-0.01279	0.01234	-0.00183	-0.00004	-0.00303	-0.00283	-0.01955	0.00105	(And (Member $e0 add) (Past $e0))
p207251	0.01461	0.00071	-0.00548	0.00692	-0.00407	0.00347	-0.00156	0.00028	-0.00504	-0.00059	-0.00110	0.00089	-0.00595	0.00182	-0.01874	-0.00909	(And (Member $e0 approve) (Theme $e0 $x0))
p207252	-0.00678	-0.00983	0.00187	0.01043	-0.00734	-0.00047	-0.00167	-0.00561	-0.00046	0.00456	-0.00583	-0.00034	0.00414	-0.00403	0.00555	0.00369	(And (Member $e0 arrive) (Past $e0))
p207253	0.03148	0.02300	0.00609	-0.04246	-0.00543	-0.00060	0.01026	0.11998	-0.00443	0.01480	0.00284	0.02051	0.04819	-0.04149	-0.00294	0.02281	(And (Member $e0 avoid) (Theme $e0 $x0))
p207254	-0.00290	0.02782	-0.02522	-0.00027	0.02585	-0.00481	0.00271	0.01295	-0.02744	-0.00650	0.00437	0.03181	0.00403	-0.00657	-0.01866	-0.01262	(And (Member $e0 begin) (Patient $e0 $x0))
p207255	-0.00602	-0.00912	0.00097	-0.00589	0.00721	-0.00334	-0.00732	-0.00534	-0.00337	0.01207	-0.00915	0.01543	-0.00298	0.00195	0.00223	0.00440	(And (Member $e0 break_out) (Past $e0))
p207256	0.00665	-0.00588	0.00037	0.01676	-0.00698	-0.01110	-0.00334	-0.01144	0.00782	0.01285	-0.00708	-0.00208	0.00237	-0.00644	0.02369	0.00140	(And (Member $e0 bring) (Past $e0))
p207257	0.03638	0.01638	0.00495	-0.00060	-0.00483	-0.01533	-0.00608	-0.00579	0.00364	0.01856	-0.00423	-0.00843	-0.02001	0.00426	-0.00160	-0.00682	(And (Member $e0 buy) (Past $e0))
p207258	-0.01092	-0.01110	-0.00432	0.00099	0.00615	0.01554	-0.00857	-0.00988	-0.01451	0.00380	0.03420	0.00795	0.01447	-0.00301	-0.02112	-0.01541	(And (Member $e0 cause) (Patient $e0 $x0))
p207259	-0.00170	-0.00472	0.00542	-0.00129	0.01012	0.00208	0.00126	-0.01606	-0.01027	-0.00716	-0.00445	-0.00260	0.01259	-0.00790	-0.01543	-0.00066	(And (Member $e0 close) (Patient $e0 $x0))
p207260	-0.00601	0.01408	-0.01690	0.00366	0.01120	-0.00028	0.00063	-0.00349	-0.01079	-0.00260	0.00138	0.01389	0.00413	-0.00471	-0.02081	-0.00501	(And (Member $e0 come) (Patient $e0 $x0))
p207261	-0.00054	-0.00179	-0.00251	-0.00345	0.00774	-0.00310	0.00920	-0.00047	-0.00779	-0.00168	-0.00472	0.01171	0.00458	-0.00342	-0.00954	-0.00579	(And (Member $e0 come) (Source $e0 $x0))
p207262	-0.00056	-0.00339	0.00728	-0.01737	0.02650	-0.01028	-0.00507	-0.01254	-0.01012	0.01674	-0.00911	-0.00497	0.00563	-0.00553	0.00329	0.00907	(And (Member $e0 compose) (Past $e0))
p207263	-0.00055	-0.00339	0.00726	-0.01737	0.02650	-0.01031	-0.00505	-0.01252	-0.01014	0.01674	-0.00910	-0.00496	0.00570	-0.00557	0.00327	0.00907	(And (Member $e0 compose) (Patient $e0 $x0))
p207264	0.00008	0.00308	-0.00282	-0.00442	0.01239	-0.00209	-0.00194	-0.00542	-0.00526	-0.00153	-0.00159	-0.00042	0.00269	-0.00534	-0.00747	-0.00062	(And (Member $e0 cover) (Patient $e0 $x0))
p207265	0.00289	-0.00085	-0.00677	-0.00632	0.00957	0.00615	-0.00203	-0.00660	-0.01244	0.00878	-0.00302	-0.00465	0.00514	0.00169	-0.02037	-0.00035	(And (Member $e0 create) (Past $e0))
p207266	0.01164	0.01590	-0.00281	-0.00592	0.00166	0.00001	-0.00031	-0.00543	-0.01017	-0.00572	0.00510	-0.00789	-0.00474	0.01178	-0.01683	0.00054	(And (Member $e0 define) (Theme $e0 $x0))
p207267	-0.00255	-0.00043	0.01283	-0.03001	0.04810	-0.01223	-0.01218	-0.03431	-0.01773	0.02693	-0.01613	-0.01195	-0.00799	0.00283	0.01991	0.01770	(And (Member $e0 design) (Past $e0))
p207268	-0.00246	-0.00039	0.01329	-0.02989	0.04815	-0.01239	-0.01240	-0.03501	-0.01725	0.02689	-0.01629	-0.01211	-0.00852	0.00298	0.02064	0.01762	(And (Member $e0 design) (Patient $e0 $x0))
p207269	-0.00235	0.00745	0.00732	-0.02341	0.02496	-0.00248	-0.00654	-0.01246	-0.01558	0.01693	0.00909	-0.00839	0.00860	-0.00740	-0.00115	0.00468	(And (Member $e0 die) (Past $e0))
p207270	-0.00568	0.01892	0.01541	0.00429	0.00869	0.00103	0.00103	-0.02544	-0.01369	-0.00667	-0.00665	-0.00404	0.01525	-0.01109	-0.01941	-0.01748	(And (Member $e0 eat) (Past $e0))
p207271	-0.00568	0.01892	0.01541	0.00429	0.00869	0.00103	0.00103	-0.02543	-0.01369	-0.00667	-0.00665	-0.00404	0.01525	-0.01109	-0.01941	-0.01747	(And (Member $e0 eat) (Patient $e0 $x0))
p207272	-0.00036	-0.00941	0.00610	0.00072	0.00216	-0.00826	-0.00777	-0.00058	0.01415	-0.00085	-0.00654	0.03254	-0.00567	0.00165	-0.00012	-0.01055	(And (Member $e0 fall) (Ongoing $e0))
p207273	-0.00195	-0.01022	0.00534	-0.00432	0.00557	-0.00825	-0.00384	-0.00313	0.00129	0.00898	-0.00681	0.01020	0.00370	-0.00193	-0.00711	-0.00103	(And (Member $e0 fall) (Source $e0 $x0))
p207274	-0.00511	-0.01313	0.00664	0.00810	0.00140	-0.00928	-0.00215	-0.00509	0.00229	0.01352	-0.00808	-0.00438	0.00818	-0.00670	0.00439	-0.00007	(And (Member $e0 form) (Past $e0))
p207275	-0.00253	-0.00352	-0.00009	0.00048	0.00992	-0.00047	0.00074	-0.00750	-0.00932	-0.00154	-0.00324	-0.00061	0.01410	-0.00895	-0.01558	-0.00396	(And (Member $e0 form) (Patient $e0 $x0))
p207276	0.01305	0.00596	0.00103	0.00123	-0.00156	-0.00448	-0.00418	-0.00568	0.00134	0.00353	-0.00260	-0.00320	-0.01206	0.00838	-0.00199	-0.00447	(And (Member $e0 get) (Theme $e0 $x0))
p207277	0.00008	-0.00343	0.00349	-0.00298	-0.00282	-0.00421	-0.00220	0.00225	0.00637	0.00381	-0.00229	-0.00116	0.00316	-0.00600	0.00612	0.00454	(And (Member $e0 go) (To $e0 $e1))
p207278	-0.00200	0.01536	-0.01208	0.00819	-0.00022	-0.00062	0.00057	-0.00160	-0.00810	0.00345	0.00155	-0.00246	-0.00555	0.00330	-0.01108	-0.00187	(And (Member $e0 help) (Past $e0))
p207279	-0.00056	-0.00276	-0.00089	-0.01384	0.02678	-0.00755	-0.00391	-0.00711	-0.01067	0.01193	-0.00610	-0.00276	0.00683	-0.00603	0.00143	0.00788	(And (Member $e0 hold) (Patient $e0 $x0))
p207280	0.00966	-0.00939	-0.01398	0.02009	-0.00818	0.01461	-0.00300	-0.00092	-0.00464	0.00007	-0.00261	0.00248	-0.00681	0.00039	-0.01687	-0.00757	(And (Member $e0 hold_up) (Past $e0))
p207281	-0.00213	-0.00216	-0.00289	-0.00773	0.01198	-0.00364	-0.00249	-0.00116	-0.00804	0.00889	-0.00293	-0.00116	0.00621	-0.00558	-0.01346	0.00328	(And (Member $e0 increase) (Past $e0))
p207282	-0.00215	-0.00218	-0.00290	-0.00774	0.01195	-0.00358	-0.00252	-0.00103	-0.00806	0.00890	-0.00293	-0.00115	0.00612	-0.00551	-0.01370	0.00327	(And (Member $e0 increase) (Patient $e0 $x0))
p207283	-0.00495	0.01164	0.00868	0.01938	-0.00145	0.00029	-0.00209	-0.02212	-0.00583	-0.00333	-0.00720	-0.00344	0.00117	0.00010	0.00586	-0.01285	(And (Member $e0 influence) (Past $e0))
p207284	0.02304	-0.01555	-0.00947	0.00284	-0.00399	0.00956	0.01928	0.01235	-0.01862	0.00187	-0.00392	0.00353	0.01120	-0.00972	-0.05303	-0.00380	(And (Member $e0 lead) (Theme $e0 $x0))
p207285	-0.00914	0.02602	-0.00384	-0.00104	0.00299	0.04537	0.01186	-0.02767	0.06201	-0.00206	-0.00483	-0.00978	-0.02513	-0.00527	-0.00577	-0.01671	(And (Member $e0 leave) (Patient $e0 $x0))
p207286	-0.00915	0.02604	-0.00386	-0.00103	0.00299	0.04538	0.01185	-0.02768	0.06201	-0.00207	-0.00483	-0.00978	-0.02515	-0.00525	-0.00579	-0.01671	(And (Member $e0 leave) (Result $e0 $e1))
p207287	0.01340	-0.00168	0.00297	-0.01004	-0.00354	0.00441	-0.00875	-0.01097	-0.00399	0.00596	0.00865	0.00467	-0.01648	0.01211	-0.00557	0.00107	(And (Member $e0 leave) (Theme $e0 $x0))
p207288	0.01173	-0.00091	-0.00938	0.00687	0.00026	0.00197	-0.00115	0.01411	-0.00636	0.00428	-0.00067	0.00138	-0.00298	-0.00216	-0.02386	-0.00601	(And (Member $e0 pick_up) (Past $e0))
p207289	-0.00921	-0.01942	0.02174	-0.01564	-0.00241	0.00120	-0.01538	-0.03635	-0.00016	-0.00031	-0.00547	0.02728	-0.02365	0.03145	0.01065	0.01470	(And (Member $e0 play) (Ongoing $e0))
p207290	0.01131	0.00329	0.00112	-0.00688	0.00810	-0.00562	-0.00547	-0.00670	-0.00605	0.01247	-0.00519	-0.00635	-0.01196	0.01169	-0.00928	0.00218	(And (Member $e0 play) (Past $e0))
p207291	0.02123	-0.01256	0.01733	-0.01027	-0.00373	-0.01156	0.01170	-0.01303	0.00060	0.00272	-0.01085	0.01451	-0.00338	0.00104	-0.00281	0.00014	(And (Member $e0 read) (Theme $e0 $x0))
p207292	-0.00586	-0.00933	0.00660	0.00019	-0.00694	-0.00220	0.01137	-0.00862	-0.00228	0.01221	-0.00843	-0.00615	0.00032	0.00190	0.02701	0.00652	(And (Member $e0 return) (Past $e0))
p207293	0.02442	-0.00595	-0.01041	0.00998	-0.00886	0.00563	0.00000	0.00725	-0.00147	0.00695	-0.00122	0.00817	0.00587	-0.01305	-0.01742	-0.01428	(And (Member $e0 rule) (Past $e0))
p207294	0.01360	0.00961	-0.00480	-0.00842	-0.00183	0.00509	-0.00538	0.00155	-0.00948	0.00901	0.01230	-0.00996	-0.01481	0.01147	-0.00107	0.00656	(And (Member $e0 say) (Theme $e0 $x0))
p207295	0.00104	0.00587	-0.00501	-0.00228	0.01333	-0.00123	-0.00151	-0.00493	-0.00420	-0.00699	-0.00011	0.00089	0.00223	-0.00563	-0.00516	-0.00271	(And (Member $e0 solve) (Patient $e0 $x0))
p207296	0.01693	0.06565	0.03717	0.02125	-0.01875	0.02011	-0.01131	-0.03925	0.00509	-0.00640	-0.01116	0.00294	-0.03103	-0.01674	-0.00184	-0.04455	(And (Member $e0 spend) (Past $e0))
p207297	0.01689	0.06577	0.03703	0.02130	-0.01872	0.02015	-0.01129	-0.03931	0.00500	-0.00644	-0.01112	0.00295	-0.03103	-0.01671	-0.00188	-0.04460	(And (Member $e0 spend) (Theme $e0 $x0))
p207298	-0.00400	-0.02151	0.02807	-0.00842	-0.01178	-0.00794	-0.01459	-0.00912	0.01712	0.01317	0.01631	0.03127	-0.01368	0.01527	0.00818	-0.01188	(And (Member $e0 stand) (Ongoing $e0))
p207299	-0.00577	-0.00311	-0.01270	-0.01278	0.01045	0.01062	-0.00803	0.00100	-0.01421	0.01117	0.02824	-0.00452	0.00690	-0.00480	-0.01693	0.00184	(And (Member $e0 stick) (Past $e0))
p207300	-0.00570	-0.00316	-0.01261	-0.01280	0.01048	0.01051	-0.00799	0.00093	-0.01413	0.01116	0.02822	-0.00454	0.00704	-0.00494	-0.01668	0.00185	(And (Member $e0 stick) (Patient $e0 $x0))
p207301	-0.04081	0.07271	-0.07983	0.05742	0.00734	-0.00174	0.01998	0.00484	-0.02868	0.01891	0.01756	-0.02951	-0.02931	0.03281	-0.00077	0.03548	(And (Member $e0 stop) (Theme $e0 $e1))
p207302	-0.00084	0.01338	0.01194	0.00668	-0.00745	-0.00228	-0.00715	-0.00985	0.00689	0.01094	-0.00679	-0.00418	-0.01513	0.00250	0.01910	-0.00699	(And (Member $e0 succeed) (Past $e0))
p207303	-0.01102	0.02328	0.02380	-0.00739	-0.00914	0.00082	-0.01106	-0.03186	0.00550	0.01645	-0.01340	0.00444	-0.01549	-0.00134	0.05218	0.00514	(And (Member $e0 suggest) (Past $e0))
p207304	0.02414	0.00938	0.00745	0.00168	-0.00119	-0.00978	-0.00103	-0.01163	-0.00051	0.01109	-0.00510	-0.00689	-0.00067	-0.00733	-0.00647	-0.00769	(And (Member $e0 take_over) (Past $e0))
p207305	-0.00784	-0.01334	0.00348	0.00993	-0.00813	-0.00156	-0.00384	-0.00850	0.00305	0.00437	-0.00773	0.01203	0.00283	-0.00116	0.00396	0.00077	(And (Member $e0 talk) (Past $e0))
p207306	0.00011	-0.00312	0.00333	-0.00302	-0.00282	-0.00419	-0.00204	0.00282	0.00583	0.00366	-0.00216	-0.00085	0.00350	-0.00614	0.00524	0.00425	(And (Member $e0 talk) (To $e1 $e0))
p207307	-0.01426	-0.02042	-0.00198	0.03080	-0.01338	-0.00072	-0.00357	-0.01119	0.00417	0.00795	0.00379	-0.00450	0.00928	-0.00508	0.02103	0.00255	(And (Member $e0 travel) (Past $e0))
