pattern_id	w0	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	w14	w15	query
p203014	-0.00173	-0.00502	0.00265	0.00498	0.00083	-0.00113	-0.00012	0.00160	0.00021	-0.00548	-0.00173	-0.00156	0.01200	-0.01032	-0.00339	-0.00634	(To $x0 $x1)
p203015	0.00004	0.00012	-0.00088	-0.00031	-0.00076	-0.00272	-0.00122	0.00820	0.00253	-0.00384	0.00093	-0.00225	0.00378	-0.00592	0.00657	-0.00084	(Yet $e0)
p203046	-0.02102	0.06874	0.03661	0.00814	-0.01881	0.01845	0.03219	-0.06025	0.02252	0.01102	-0.02318	-0.02890	-0.03543	0.00730	0.00873	-0.00129	(And (Agent $e0 $x0) (Before $e1 $e0) (Past $e0) (Past $e1))
p203047	0.03461	-0.02898	-0.11519	0.02122	0.23151	0.06698	-0.02203	-0.29141	-0.05663	-0.08780	-0.04107	-0.00642	0.06042	0.14557	1.13308	-0.03284	(And (Agent $e0 $x0) (GroupOf $x1 view) (Member $x0 thing) (Theme $e0 $x1))
p203048	0.03519	-0.02984	-0.11441	0.02121	0.23174	0.06635	-0.02302	-0.29167	-0.05427	-0.08765	-0.04113	-0.00641	0.06030	0.14478	1.13522	-0.03241	(And (Agent $e0 $x0) (GroupOf $x1 view) (Past $e0) (Theme $e0 $x1))
p203049	0.02167	-0.01599	-0.06238	0.01216	0.13073	0.03287	-0.01155	-0.16613	-0.02843	-0.04895	-0.02335	-0.00442	0.03697	0.07321	0.64848	-0.01681	(And (Agent $e0 $x0) (GroupOf $x1 view) (Possession $x1 free_soil_party) (Theme $e0 $x1))
p203050	0.02156	-0.01586	-0.06253	0.01217	0.13068	0.03298	-0.01137	-0.16604	-0.02886	-0.04897	-0.02334	-0.00441	0.03700	0.07337	0.64805	-0.01688	(And (Agent $e0 $x0) (GroupOf $x1 view) (Possession $x1 republican_party) (Theme $e0 $x1))
p203053	-0.03323	-0.06810	0.03393	0.08008	0.03592	0.07070	-0.03311	0.41060	-0.03234	-0.01397	-0.01706	-0.03171	-0.16395	0.21855	-0.15469	-0.03635	(And (Agent $e0 $x0) (Location $e0 kazakhstan) (Member $e0 build) (Member $x0 company))
p203054	-0.03305	-0.06834	0.03410	0.08001	0.03569	0.07057	-0.03295	0.41208	-0.03226	-0.01381	-0.01699	-0.03180	-0.16379	0.21853	-0.15665	-0.03625	(And (Agent $e0 $x0) (Location $e0 kazakhstan) (Member $x0 company) (Past $e0))
p203055	-0.03314	-0.06823	0.03399	0.08005	0.03578	0.07065	-0.03302	0.41151	-0.03232	-0.01388	-0.01701	-0.03175	-0.16385	0.21854	-0.15591	-0.03630	(And (Agent $e0 $x0) (Location $e0 kazakhstan) (Member $x0 company) (Patient $e0 $x1))
p203056	0.21386	-0.12826	0.22369	0.07158	0.08941	-0.26089	0.11963	0.05659	0.25274	-0.05954	0.07800	-0.10289	-0.00622	-0.11060	0.07795	0.15175	(And (Agent $e0 $x0) (Location $e1 $x1) (Ongoing $e1) (Theme $e0 $e1))
p203063	-0.06605	-0.13675	0.06828	0.16001	0.07135	0.14107	-0.06588	0.82440	-0.06447	-0.02760	-0.03398	-0.06364	-0.32755	0.43702	-0.31359	-0.07247	(And (Agent $e0 $x0) (Member $e0 build) (Member $x0 company) (Past $e0))
p203064	-0.06612	-0.13667	0.06818	0.16003	0.07139	0.14114	-0.06592	0.82409	-0.06453	-0.02764	-0.03398	-0.06360	-0.32759	0.43704	-0.31320	-0.07251	(And (Agent $e0 $x0) (Member $e0 build) (Member $x0 company) (Patient $e0 $x1))
p203065	-0.03314	-0.06823	0.03399	0.08005	0.03577	0.07064	-0.03302	0.41154	-0.03232	-0.01388	-0.01701	-0.03175	-0.16385	0.21854	-0.15595	-0.03630	(And (Agent $e0 $x0) (Member $e0 build) (Member $x1 hotel) (Patient $e0 $x1))
p203066	-0.01415	0.04810	-0.07349	0.05963	0.03581	-0.03827	0.03714	0.01617	-0.07761	-0.02963	0.03309	0.05398	-0.01862	0.03821	-0.04930	0.05857	(And (Agent $e0 $x0) (Member $e0 start) (Ongoing $e1) (Theme $e0 $e1))
p203067	-0.01407	0.04806	-0.07310	0.05964	0.03586	-0.03847	0.03711	0.01566	-0.07741	-0.02965	0.03299	0.05377	-0.01882	0.03835	-0.04873	0.05860	(And (Agent $e0 $x0) (Member $e1 start) (Ongoing $e0) (Theme $e1 $e0))
p203068	-0.01404	0.04804	-0.07300	0.05964	0.03587	-0.03853	0.03711	0.01554	-0.07735	-0.02966	0.03296	0.05372	-0.01886	0.03838	-0.04858	0.05861	(And (Agent $e0 $x0) (Member $e1 start) (Past $e1) (Theme $e1 $e0))
p203069	-0.03351	-0.06769	0.03399	0.08017	0.03657	0.07073	-0.03349	0.40636	-0.03217	-0.01431	-0.01741	-0.03173	-0.16448	0.21870	-0.14882	-0.03645	(And (Agent $e0 $x0) (Member $x0 company) (Member $x1 hotel) (Patient $e0 $x1))
p203070	0.03457	-0.02892	-0.11525	0.02123	0.23149	0.06702	-0.02196	-0.29138	-0.05679	-0.08781	-0.04107	-0.00642	0.06043	0.14562	1.13294	-0.03287	(And (Agent $e0 $x0) (Member $x0 thing) (Past $e0) (Theme $e0 $x1))
p203071	0.02167	-0.01599	-0.06239	0.01217	0.13072	0.03287	-0.01154	-0.16612	-0.02844	-0.04895	-0.02335	-0.00441	0.03697	0.07322	0.64846	-0.01681	(And (Agent $e0 $x0) (Member $x0 thing) (Possession $x1 free_soil_party) (Theme $e0 $x1))
p203072	0.02153	-0.01582	-0.06257	0.01217	0.13067	0.03301	-0.01132	-0.16602	-0.02896	-0.04898	-0.02333	-0.00441	0.03701	0.07340	0.64795	-0.01689	(And (Agent $e0 $x0) (Member $x0 thing) (Possession $x1 republican_party) (Theme $e0 $x1))
p203073	-0.03315	-0.06821	0.03397	0.08005	0.03579	0.07066	-0.03303	0.41141	-0.03233	-0.01389	-0.01701	-0.03174	-0.16386	0.21854	-0.15577	-0.03631	(And (Agent $e0 $x0) (Member $x1 hotel) (Past $e0) (Patient $e0 $x1))
p203074	0.02199	-0.01639	-0.06198	0.01216	0.13087	0.03254	-0.01204	-0.16631	-0.02723	-0.04889	-0.02337	-0.00443	0.03690	0.07278	0.64976	-0.01659	(And (Agent $e0 $x0) (Member free_soil_party party) (Possession $x1 free_soil_party) (Theme $e0 $x1))
p203075	0.02162	-0.01594	-0.06245	0.01217	0.13071	0.03292	-0.01147	-0.16609	-0.02861	-0.04896	-0.02334	-0.00441	0.03698	0.07328	0.64829	-0.01684	(And (Agent $e0 $x0) (Member republican_party party) (Possession $x1 republican_party) (Theme $e0 $x1))
p203076	0.02171	-0.01605	-0.06233	0.01217	0.13074	0.03282	-0.01162	-0.16615	-0.02827	-0.04894	-0.02335	-0.00442	0.03696	0.07316	0.64864	-0.01678	(And (Agent $e0 $x0) (Past $e0) (Possession $x1 free_soil_party) (Theme $e0 $x1))
p203077	0.02226	-0.01674	-0.06166	0.01216	0.13101	0.03225	-0.01245	-0.16635	-0.02618	-0.04882	-0.02338	-0.00444	0.03686	0.07240	0.65095	-0.01639	(And (Agent $e0 $x0) (Past $e0) (Possession $x1 republican_party) (Theme $e0 $x1))
p203078	0.21941	-0.12728	0.22503	0.08974	0.08495	-0.26237	0.13071	0.06411	0.26408	-0.06064	0.06897	-0.11493	0.01235	-0.14098	0.06132	0.14503	(And (Agent $e0 $x0) (Past $e1) (Patient $e0 $x1) (Theme $e1 $e0))
p203079	-0.00299	-0.01586	0.00936	0.00353	-0.01530	-0.03186	-0.00354	-0.01040	0.04878	0.00643	-0.00754	-0.00705	0.06820	0.05206	-0.05441	0.01005	(And (Cardinality $x0 <num>) (GroupOf $x0 child) (Holder $e0 kristoffer) (Theme $e0 $x0))
p203080	-0.00299	-0.01572	0.00934	0.00364	-0.01540	-0.03181	-0.00361	-0.01048	0.04889	0.00639	-0.00748	-0.00699	0.06814	0.05200	-0.05498	0.00986	(And (Cardinality $x0 <num>) (GroupOf $x0 child) (Member $e0 have) (Theme $e0 $x0))
p203081	-0.00299	-0.01583	0.00935	0.00357	-0.01534	-0.03185	-0.00355	-0.01036	0.04880	0.00642	-0.00752	-0.00702	0.06819	0.05204	-0.05467	0.00998	(And (Cardinality $x0 <num>) (Holder $e0 kristoffer) (Member $e0 have) (Theme $e0 $x0))
p203082	-0.01082	-0.00708	0.00108	0.01281	-0.02013	-0.03820	-0.00466	-0.01089	0.05381	0.01329	-0.00826	-0.00599	0.08660	0.06658	-0.06083	0.00488	(And (Cardinality $x0 <num>) (Member $e0 have) (Past $e0) (Theme $e0 $x0))
p203087	0.02331	-0.00288	-0.00293	0.00750	-0.00796	0.00375	-0.00664	-0.01087	-0.00383	0.00747	-0.00518	-0.00241	-0.02003	0.00795	-0.02362	-0.00680	(And (For $e0 $e1) (Member $e0 win) (Member $x0 emmy) (Theme $e0 $x0))
p203088	0.02333	-0.00292	-0.00292	0.00751	-0.00798	0.00373	-0.00660	-0.01076	-0.00384	0.00747	-0.00518	-0.00239	-0.01997	0.00792	-0.02379	-0.00681	(And (For $e0 $e1) (Member $x0 emmy) (Past $e0) (Theme $e0 $x0))
p203089	-0.00299	-0.01575	0.00934	0.00363	-0.01539	-0.03182	-0.00360	-0.01043	0.04887	0.00640	-0.00749	-0.00699	0.06816	0.05200	-0.05495	0.00988	(And (GroupOf $x0 child) (Holder $e0 kristoffer) (Member $e0 have) (Theme $e0 $x0))
p203092	0.02169	-0.01602	-0.06235	0.01217	0.13074	0.03284	-0.01159	-0.16614	-0.02834	-0.04895	-0.02335	-0.00442	0.03696	0.07318	0.64856	-0.01679	(And (GroupOf $x0 view) (Member free_soil_party party) (Possession $x0 free_soil_party) (Theme $e0 $x0))
p203093	0.02188	-0.01626	-0.06211	0.01216	0.13082	0.03264	-0.01188	-0.16626	-0.02761	-0.04891	-0.02337	-0.00443	0.03692	0.07292	0.64934	-0.01666	(And (GroupOf $x0 view) (Member republican_party party) (Possession $x0 republican_party) (Theme $e0 $x0))
p203094	0.02161	-0.01592	-0.06246	0.01217	0.13070	0.03293	-0.01145	-0.16608	-0.02865	-0.04896	-0.02334	-0.00441	0.03699	0.07329	0.64825	-0.01685	(And (GroupOf $x0 view) (Past $e0) (Possession $x0 free_soil_party) (Theme $e0 $x0))
p203095	0.02159	-0.01590	-0.06249	0.01217	0.13069	0.03295	-0.01142	-0.16607	-0.02873	-0.04897	-0.02334	-0.00441	0.03699	0.07332	0.64817	-0.01686	(And (GroupOf $x0 view) (Past $e0) (Possession $x0 republican_party) (Theme $e0 $x0))
p203096	0.01168	0.08315	-0.05637	-0.01870	0.00457	0.04723	-0.02076	0.00722	-0.03770	-0.01161	0.11572	-0.00981	-0.01976	0.00820	-0.00365	-0.02335	(And (Location $e0 $x0) (Member $e0 find) (Member $x1 thing) (Theme $e0 $x1))
p203107	-0.03304	-0.06836	0.03411	0.08001	0.03568	0.07055	-0.03295	0.41213	-0.03225	-0.01381	-0.01699	-0.03181	-0.16379	0.21852	-0.15671	-0.03624	(And (Member $e0 build) (Member $x0 hotel) (Past $e0) (Patient $e0 $x0))
p203111	-0.00568	0.10623	-0.09744	0.01773	0.06768	-0.00637	0.01006	0.09089	-0.04201	-0.03075	0.05071	0.09645	0.00943	-0.02041	-0.04549	-0.04090	(And (Member $e0 start) (Ongoing $e1) (Patient $e0 $x0) (Theme $e0 $e1))
p203113	0.02335	-0.00299	-0.00291	0.00753	-0.00802	0.00370	-0.00655	-0.01060	-0.00386	0.00747	-0.00518	-0.00237	-0.01987	0.00786	-0.02404	-0.00683	(And (Member $e0 win) (Member $x0 emmy) (Past $e0) (Theme $e0 $x0))
p203116	0.04092	0.11257	0.08553	0.00944	-0.01901	-0.00682	-0.02245	-0.06929	0.01663	0.00815	-0.02451	-0.02035	-0.07864	0.01769	0.03174	-0.04767	(And (Member $x0 person) (Past $e0) (Possession $x1 $x0) (Theme $e0 $x1))
p203119	0.02158	-0.01588	-0.06251	0.01217	0.13068	0.03297	-0.01139	-0.16605	-0.02880	-0.04897	-0.02334	-0.00441	0.03700	0.07334	0.64811	-0.01687	(And (Member free_soil_party party) (Past $e0) (Possession $x0 free_soil_party) (Theme $e0 $x0))
p203120	0.02154	-0.01583	-0.06256	0.01217	0.13067	0.03301	-0.01133	-0.16602	-0.02895	-0.04898	-0.02333	-0.00441	0.03701	0.07340	0.64796	-0.01689	(And (Member republican_party party) (Past $e0) (Possession $x0 republican_party) (Theme $e0 $x0))
p203710	-0.02103	0.06876	0.03659	0.00815	-0.01881	0.01846	0.03219	-0.06024	0.02251	0.01102	-0.02317	-0.02890	-0.03543	0.00730	0.00871	-0.00129	(And (Agent $e0 $x0) (Before $e1 $e0) (Past $e1))
p203712	-0.01444	-0.02463	0.02482	-0.02121	-0.00394	0.00620	-0.02218	-0.04733	-0.00253	-0.00042	0.00163	0.03780	-0.03254	0.04517	0.01238	0.01677	(And (Agent $e0 $x0) (GroupOf $x0 child) (Ongoing $e0))
p203713	0.03457	-0.02891	-0.11526	0.02123	0.23149	0.06702	-0.02194	-0.29138	-0.05681	-0.08781	-0.04107	-0.00642	0.06043	0.14563	1.13291	-0.03288	(And (Agent $e0 $x0) (GroupOf $x1 view) (Theme $e0 $x1))
p203714	-0.03303	-0.06837	0.03413	0.08001	0.03568	0.07054	-0.03294	0.41218	-0.03224	-0.01380	-0.01699	-0.03182	-0.16378	0.21852	-0.15677	-0.03624	(And (Agent $e0 $x0) (Location $e0 kazakhstan) (Member $x0 company))
p203716	-0.06611	-0.13669	0.06820	0.16002	0.07138	0.14113	-0.06591	0.82415	-0.06452	-0.02763	-0.03398	-0.06361	-0.32758	0.43703	-0.31329	-0.07250	(And (Agent $e0 $x0) (Member $e0 build) (Member $x0 company))
p203717	-0.01420	0.04812	-0.07374	0.05963	0.03578	-0.03815	0.03717	0.01650	-0.07774	-0.02961	0.03316	0.05412	-0.01847	0.03810	-0.04968	0.05855	(And (Agent $e0 $x0) (Member $e1 start) (Theme $e1 $e0))
p203718	-0.00533	-0.01540	-0.00308	0.01484	-0.00844	0.01565	-0.00678	-0.01794	-0.01162	-0.00161	0.00957	0.02326	0.00823	-0.00390	-0.00817	-0.01827	(And (Agent $e0 $x0) (Member $x0 cat) (Past $e0))
p203719	-0.01278	-0.01447	-0.01037	0.00678	0.01161	0.00652	-0.00062	-0.02063	-0.01218	-0.00655	-0.00869	0.02385	0.01030	-0.00086	-0.03164	0.01949	(And (Agent $e0 $x0) (Member $x0 man) (Patient $e0 $x1))
p203720	-0.03331	-0.06798	0.03391	0.08011	0.03608	0.07073	-0.03321	0.40949	-0.03232	-0.01407	-0.01715	-0.03170	-0.16407	0.21858	-0.15317	-0.03639	(And (Agent $e0 $x0) (Member $x1 hotel) (Patient $e0 $x1))
p203721	0.02863	-0.01791	-0.01331	0.01591	-0.01084	0.01777	0.00052	0.00276	-0.01253	-0.00750	-0.00460	0.02507	-0.00079	-0.01171	-0.05234	-0.02049	(And (Agent $e0 $x0) (Member $x1 new) (Theme $e0 $x1))
p203722	0.02162	-0.01593	-0.06245	0.01217	0.13070	0.03292	-0.01147	-0.16609	-0.02862	-0.04896	-0.02334	-0.00441	0.03698	0.07328	0.64828	-0.01684	(And (Agent $e0 $x0) (Possession $x1 free_soil_party) (Theme $e0 $x1))
p203723	0.02150	-0.01578	-0.06262	0.01217	0.13065	0.03305	-0.01126	-0.16598	-0.02911	-0.04899	-0.02333	-0.00441	0.03702	0.07346	0.64780	-0.01692	(And (Agent $e0 $x0) (Possession $x1 republican_party) (Theme $e0 $x1))
p203724	-0.00340	-0.01137	-0.00453	0.00450	-0.01384	-0.00232	-0.01486	0.01128	0.01110	0.03400	0.02677	-0.01007	-0.01442	0.00591	0.01638	0.00514	(And (But $e0 $e1) (Past $e0) (Past $e1))
p203725	-0.00299	-0.01582	0.00935	0.00357	-0.01535	-0.03184	-0.00356	-0.01036	0.04881	0.00642	-0.00751	-0.00702	0.06819	0.05203	-0.05471	0.00997	(And (Cardinality $x0 <num>) (Holder $e0 kristoffer) (Theme $e0 $x0))
p203729	-0.01787	0.00788	-0.04014	-0.01756	0.00251	0.09404	-0.01274	-0.01885	0.16550	0.01855	0.00102	0.01423	-0.04806	-0.00744	0.00285	-0.00640	(And (Experiencer $e0 $x0) (Member $x0 bad) (Result $e1 $e0))
p203730	0.02333	-0.00292	-0.00292	0.00751	-0.00798	0.00373	-0.00660	-0.01075	-0.00384	0.00747	-0.00518	-0.00239	-0.01996	0.00791	-0.02381	-0.00681	(And (For $e0 $e1) (Member $x0 emmy) (Theme $e0 $x0))
p203731	-0.00299	-0.01584	0.00935	0.00356	-0.01533	-0.03185	-0.00355	-0.01037	0.04879	0.00643	-0.00752	-0.00703	0.06820	0.05204	-0.05458	0.01000	(And (GroupOf $x0 child) (Holder $e0 kristoffer) (Theme $e0 $x0))
p203732	-0.00299	-0.01572	0.00934	0.00364	-0.01540	-0.03181	-0.00361	-0.01048	0.04889	0.00639	-0.00748	-0.00699	0.06814	0.05200	-0.05498	0.00986	(And (GroupOf $x0 child) (Member $e0 have) (Theme $e0 $x0))
p203733	-0.00067	-0.02121	0.01699	0.01407	0.01328	0.00753	0.01820	-0.00177	-0.01748	-0.01113	0.05705	-0.01791	0.08944	-0.05088	-0.03298	-0.03652	(And (GroupOf $x0 person) (Member $e0 kill) (Patient $e0 $x0))
p203734	0.02155	-0.01585	-0.06254	0.01217	0.13067	0.03299	-0.01136	-0.16604	-0.02888	-0.04898	-0.02334	-0.00441	0.03700	0.07337	0.64803	-0.01688	(And (GroupOf $x0 view) (Member free_soil_party party) (Possession $x0 free_soil_party))
p203735	0.02165	-0.01597	-0.06241	0.01217	0.13072	0.03289	-0.01152	-0.16611	-0.02851	-0.04896	-0.02334	-0.00441	0.03697	0.07324	0.64840	-0.01682	(And (GroupOf $x0 view) (Member republican_party party) (Possession $x0 republican_party))
p203736	0.03468	-0.02907	-0.11510	0.02122	0.23153	0.06691	-0.02214	-0.29146	-0.05637	-0.08778	-0.04108	-0.00642	0.06040	0.14548	1.13332	-0.03280	(And (GroupOf $x0 view) (Past $e0) (Theme $e0 $x0))
p203737	-0.01034	0.03413	-0.03450	-0.00346	0.02542	0.01525	0.01209	0.00722	0.01257	0.00580	0.00784	0.02915	-0.00837	-0.00430	-0.01609	-0.01337	(And (LocatedIn $x0 $x1) (Past $e0) (Patient $e0 $x0))
p203739	-0.01855	-0.06093	0.11552	-0.06285	-0.04754	-0.00465	0.06419	-0.04192	-0.05509	0.04315	0.06681	0.07187	-0.04668	0.12045	0.00047	-0.04300	(And (Location $e0 $x0) (Member $x0 table) (Past $e0))
p203740	0.01169	0.08315	-0.05637	-0.01870	0.00457	0.04723	-0.02075	0.00726	-0.03771	-0.01161	0.11572	-0.00981	-0.01974	0.00818	-0.00369	-0.02336	(And (Location $e0 $x0) (Member $x1 thing) (Theme $e0 $x1))
p203744	-0.01790	0.00817	-0.04028	-0.01762	0.00267	0.09413	-0.01275	-0.01914	0.16542	0.01851	0.00107	0.01416	-0.04818	-0.00743	0.00361	-0.00640	(And (Member $e0 bad) (Patient $e1 $x0) (Result $e1 $e0))
p203746	-0.03321	-0.06814	0.03394	0.08007	0.03587	0.07069	-0.03308	0.41087	-0.03234	-0.01394	-0.01704	-0.03172	-0.16392	0.21855	-0.15506	-0.03634	(And (Member $e0 build) (Member $x0 hotel) (Patient $e0 $x0))
p203749	0.00929	0.06324	-0.04154	-0.01444	0.00366	0.03447	-0.01556	0.00395	-0.02899	-0.00931	0.08374	-0.00482	-0.01547	0.00751	-0.00327	-0.01832	(And (Member $e0 find) (Member $x0 thing) (Theme $e0 $x0))
p203750	-0.00165	0.00045	-0.00341	-0.00704	0.01617	-0.00447	-0.00357	-0.00771	-0.00538	0.00571	-0.00433	-0.00130	0.00399	-0.00661	-0.01049	0.00238	(And (Member $e0 open) (Member $x0 door) (Patient $e0 $x0))
p203751	0.02337	-0.00303	-0.00290	0.00754	-0.00804	0.00367	-0.00652	-0.01051	-0.00387	0.00747	-0.00517	-0.00236	-0.01981	0.00783	-0.02418	-0.00683	(And (Member $e0 win) (Member $x0 emmy) (Theme $e0 $x0))
p203753	-0.01791	0.00825	-0.04033	-0.01764	0.00271	0.09416	-0.01275	-0.01920	0.16539	0.01849	0.00108	0.01414	-0.04820	-0.00743	0.00380	-0.00640	(And (Member $x0 bad) (Patient $e0 $x0) (Result $e0 $e1))
p203754	0.02331	-0.00288	-0.00293	0.00750	-0.00796	0.00375	-0.00663	-0.01087	-0.00383	0.00747	-0.00518	-0.00240	-0.02003	0.00795	-0.02362	-0.00680	(And (Member $x0 emmy) (Past $e0) (Theme $e0 $x0))
p203755	-0.01880	0.08937	0.07355	-0.00134	-0.02211	-0.00197	-0.00194	-0.08281	-0.00015	0.00992	-0.02819	-0.00897	-0.03657	0.00227	0.04629	-0.01598	(And (Member $x0 family) (Member $x1 person) (Possession $x0 $x1))
p203756	-0.03322	-0.06812	0.03393	0.08008	0.03589	0.07069	-0.03309	0.41075	-0.03234	-0.01396	-0.01705	-0.03172	-0.16393	0.21855	-0.15489	-0.03634	(And (Member $x0 hotel) (Past $e0) (Patient $e0 $x0))
p203757	0.02702	-0.01005	-0.02014	0.02323	-0.01138	0.01651	0.00136	0.00878	-0.01129	-0.00336	-0.00080	0.01368	-0.00024	-0.01231	-0.04763	-0.02573	(And (Member $x0 new) (Past $e0) (Theme $e0 $x0))
p203758	0.04751	0.06691	0.02233	-0.07608	-0.01737	0.01228	0.01335	0.20986	-0.00707	0.03827	-0.00029	0.04450	0.08267	-0.08452	0.03580	0.03194	(And (Member $x0 person) (Past $e0) (Theme $e0 $x0))
p203759	0.04105	0.11223	0.08607	0.00919	-0.01909	-0.00695	-0.02248	-0.06950	0.01683	0.00824	-0.02468	-0.02040	-0.07863	0.01765	0.03196	-0.04755	(And (Member $x0 person) (Possession $x1 $x0) (Theme $e0 $x1))
p203760	-0.00780	-0.00520	-0.00360	-0.01676	0.01384	0.01038	-0.00554	-0.01278	0.01294	0.01872	0.00716	0.00830	-0.00893	0.00306	-0.00538	0.00063	(And (Member $x0 sound) (Past $e0) (Patient $e0 $x0))
p203763	0.02197	-0.01637	-0.06200	0.01216	0.13087	0.03255	-0.01201	-0.16630	-0.02728	-0.04889	-0.02337	-0.00443	0.03690	0.07281	0.64970	-0.01660	(And (Member free_soil_party party) (Possession $x0 free_soil_party) (Theme $e0 $x0))
p203764	0.02156	-0.01585	-0.06254	0.01217	0.13067	0.03299	-0.01136	-0.16604	-0.02888	-0.04898	-0.02334	-0.00441	0.03700	0.07337	0.64803	-0.01688	(And (Member republican_party party) (Possession $x0 republican_party) (Theme $e0 $x0))
p203765	0.02086	-0.00237	-0.01861	0.01252	-0.00977	0.01606	-0.00480	0.00599	-0.01082	0.00366	0.01444	0.00415	-0.00743	-0.00168	-0.03047	-0.01780	(And (Of $x0 $x1) (Past $e0) (Theme $e0 $x0))
p203766	-0.04512	0.08240	-0.08714	0.05983	0.00828	-0.00356	0.01934	0.00343	-0.02910	0.02418	0.01926	-0.03301	-0.03381	0.03558	0.01064	0.04136	(And (Past $e0) (Past $e1) (Theme $e0 $e1))
p203767	-0.00404	-0.01356	-0.00014	-0.00830	0.02000	-0.00400	0.00223	-0.00463	-0.01752	0.01088	-0.00553	-0.00307	0.02647	-0.01321	-0.02141	0.00201	(And (Past $e0) (Patient $e0 $x0) (SubsetOf $x0 $x1))
p203768	0.02157	-0.01587	-0.06251	0.01217	0.13068	0.03297	-0.01139	-0.16605	-0.02881	-0.04897	-0.02334	-0.00441	0.03700	0.07335	0.64810	-0.01687	(And (Past $e0) (Possession $x0 free_soil_party) (Theme $e0 $x0))
p203769	0.02155	-0.01584	-0.06255	0.01217	0.13067	0.03300	-0.01135	-0.16603	-0.02891	-0.04898	-0.02333	-0.00441	0.03700	0.07338	0.64800	-0.01689	(And (Past $e0) (Possession $x0 republican_party) (Theme $e0 $x0))
p203770	0.09557	0.05222	0.02376	-0.18299	-0.02405	0.01417	0.03859	0.43496	-0.01046	0.08307	0.00381	0.09077	0.20556	-0.18006	0.06392	0.12824	(And (Past $e0) (Theme $e1 $x0) (To $e0 $e1))
p203992	0.02163	-0.01594	-0.06244	0.01217	0.13071	0.03291	-0.01148	-0.16609	-0.02860	-0.04896	-0.02334	-0.00441	0.03698	0.07327	0.64831	-0.01684	(And (Member free_soil_party party) (Possession $x0 free_soil_party))
p203993	0.02151	-0.01580	-0.06259	0.01217	0.13066	0.03303	-0.01129	-0.16600	-0.02904	-0.04898	-0.02333	-0.00441	0.03701	0.07343	0.64787	-0.01691	(And (Member republican_party party) (Possession $x0 republican_party))
p204124	0.00044	-0.00120	0.00111	0.00069	-0.00097	-0.00267	-0.00196	0.00651	0.00459	-0.00303	-0.00027	-0.00144	0.00073	-0.00469	0.00535	-0.00151	(And (Inheritance regional_unit regional) (Inheritance regional_unit unit))
p204173	0.00041	-0.00119	0.00110	0.00068	-0.00094	-0.00264	-0.00195	0.00638	0.00451	-0.00302	-0.00029	-0.00146	0.00065	-0.00458	0.00549	-0.00148	(Inheritance metropolitan_statistical_area area)
p204174	0.00044	-0.00121	0.00112	0.00070	-0.00097	-0.00267	-0.00197	0.00649	0.00459	-0.00303	-0.00028	-0.00145	0.00071	-0.00467	0.00537	-0.00151	(Inheritance regional_unit regional)
p204175	0.00044	-0.00121	0.00112	0.00070	-0.00097	-0.00267	-0.00197	0.00650	0.00459	-0.00303	-0.00028	-0.00145	0.00072	-0.00468	0.00536	-0.00151	(Inheritance regional_unit unit)
p204176	0.02151	-0.01580	-0.06260	0.01217	0.13066	0.03303	-0.01128	-0.16600	-0.02905	-0.04898	-0.02333	-0.00441	0.03701	0.07344	0.64786	-0.01691	(Member free_soil_party party)
p204177	0.02150	-0.01578	-0.06262	0.01217	0.13065	0.03305	-0.01126	-0.16598	-0.02911	-0.04899	-0.02333	-0.00441	0.03702	0.07345	0.64781	-0.01692	(Member republican_party party)
p204178	-0.00147	-0.00880	0.00728	0.00349	-0.00504	-0.00795	-0.00480	0.00661	0.01153	0.00469	-0.00472	0.00866	-0.00444	0.00029	0.00255	-0.00346	(Symmetric Married)
p204216	0.21385	-0.12721	0.22327	0.07167	0.08942	-0.26080	0.11954	0.05679	0.25308	-0.05961	0.07847	-0.10312	-0.00585	-0.11095	0.07779	0.15136	(And (Agent $e0 $x0) (Location $e0 $x1) (Ongoing $e0) (Theme $e1 $e0))
p204217	-0.01218	-0.02794	0.00549	0.02971	0.01076	0.05034	0.01863	-0.00302	-0.03824	-0.02721	0.13171	-0.02813	0.13661	-0.07465	-0.06734	-0.07247	(And (Agent $e0 $x0) (Location $e0 $x1) (Past $e0) (Patient $e0 $x2))
p204218	-0.03302	-0.06838	0.03414	0.08000	0.03567	0.07053	-0.03294	0.41222	-0.03223	-0.01379	-0.01699	-0.03182	-0.16378	0.21852	-0.15682	-0.03623	(And (Agent $e0 $x0) (Location $e0 kazakhstan) (Member $e0 build) (Past $e0))
p204219	-0.03319	-0.06816	0.03395	0.08007	0.03585	0.07068	-0.03306	0.41105	-0.03234	-0.01393	-0.01703	-0.03173	-0.16390	0.21854	-0.15530	-0.03633	(And (Agent $e0 $x0) (Location $e0 kazakhstan) (Member $e0 build) (Patient $e0 $x1))
p204220	-0.03308	-0.06832	0.03407	0.08002	0.03571	0.07059	-0.03297	0.41197	-0.03228	-0.01383	-0.01699	-0.03179	-0.16381	0.21853	-0.15650	-0.03626	(And (Agent $e0 $x0) (Location $e0 kazakhstan) (Past $e0) (Patient $e0 $x1))
